anime_id,title,type,source,episodes,aired,duration,rating,score,scored_by,rank,popularity,members,producer,licensor,studio,genre,opening_theme,ending_theme
30208,Shiritori Mambo,Music,Music,1,"{'from': None, 'to': None}",Unknown,G - All Ages,4.76,21,12100.0,13587,73,NHK,,,"Kids, Music",[],[]
30161,Horoscope: Anata no Seiza,Music,Original,1,"{'from': '1978-12-07', 'to': '1978-12-07'}",3 min.,G - All Ages,3.86,22,10499.0,13178,90,NHK,,,"Music, Kids",[],[]
33523,Boku wa Koko de Ikiteiku,Music,Music,1,"{'from': '2015-12-01', 'to': '2015-12-01'}",2 min.,G - All Ages,5.54,24,9731.0,12948,101,NHK,,,"Kids, Music",[],[]
32074,Sowa Sowa Calendar,Music,Music,1,"{'from': None, 'to': None}",2 min.,G - All Ages,5.41,22,12253.0,13526,77,NHK,,,"Kids, Music",[],[]
30120,Spoon-hime no Swing Kitchen,TV,Original,0,"{'from': '1997-04-07', 'to': '1999-04-10'}",1 min.,PG - Children,7.88,8,12258.0,13316,85,NHK,,,"Kids, Adventure",[],[]
30207,Watashi wa Tofu Desu,Music,Unknown,1,"{'from': None, 'to': None}",Unknown,G - All Ages,4.64,22,12658.0,13317,85,NHK,,,"Kids, Music",[],[]
26209,Examurai Sengoku Recap,Special,Unknown,1,"{'from': '2009-04-01', 'to': '2009-04-01'}",15 min.,PG-13 - Teens 13 or older,4.48,21,10074.0,11639,169,,,TMS Entertainment,"Action, Samurai",[],[]
37739,Future Card Buddyfight Ace,TV,Card game,0,"{'from': '2018-06-02', 'to': None}",24 min.,PG - Children,0.0,0,,11392,187,,,,Game,[],[]
36808,Wakamono to Koinu to Croissant,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.14,7,12627.0,14338,26,NHK,,,"Kids, Music",[],[]
36978,Annyeong Totobi,TV,Unknown,104,"{'from': '2011-07-20', 'to': '2013-09-25'}",20 min. per ep.,PG - Children,1.75,4,9617.0,13961,49,,,,Kids,[],[]
26265,Nogiku no Haka,OVA,Unknown,1,"{'from': None, 'to': None}",20 min.,G - All Ages,6.56,16,11513.0,12876,105,Gakken,,,"Drama, Kids, Romance",[],[]
23723,Teppen,OVA,Unknown,2,"{'from': '1996-01-21', 'to': '1996-11-08'}",50 min. per ep.,R - 17+ (violence & profanity),4.69,16,12402.0,12083,143,Knack Productions,,,"Action, Comedy",[],[]
37762,Chiisana Kinomi,Music,Original,1,"{'from': '1983-10-05', 'to': '1983-10-05'}",5 min.,G - All Ages,3.67,6,9854.0,14326,26,NHK,,,"Music, Kids",[],[]
37553,Bytheway Dance,Music,Original,1,"{'from': '2018-03-20', 'to': '2018-03-20'}",1 min.,G - All Ages,5.19,21,9787.0,13888,56,,,,Music,[],[]
35579,Tec & Her Pets,ONA,Original,0,"{'from': '2003-04-16', 'to': None}",Unknown,PG - Children,4.5,4,12382.0,14104,40,Victor Entertainment,,,Comedy,[],[]
36874,Aware! Meisaku-kun: Oronamin C,Special,Original,0,"{'from': '2017-11-30', 'to': None}",30 sec.,G - All Ages,2.25,8,9678.0,13319,85,,,,"Comedy, Parody",[],[]
36970,Hetchara Heiki no Heihachirou,Music,Original,1,"{'from': '2015-08-03', 'to': '2015-08-03'}",3 min.,G - All Ages,4.4,5,10427.0,14327,26,NHK,,,"Music, Kids",[],[]
36724,Felix x Kamiusagi Rope,ONA,Original,0,"{'from': '2017-09-03', 'to': None}",2 min.,G - All Ages,5.44,9,10079.0,12768,110,,,,"Comedy, Slice of Life",[],[]
30202,Bucket no Ana,Music,Original,1,"{'from': '1968-08-05', 'to': '1968-08-05'}",2 min.,G - All Ages,3.72,39,9772.0,12660,115,NHK,,,Music,[],[]
22997,Shin Skyers 5,TV,Unknown,26,"{'from': '1971-10-07', 'to': '1972-03-03'}",25 min. per ep.,G - All Ages,6.5,8,12078.0,12394,128,Tele-Cartoon Japan,,,"Action, Sci-Fi","['""Skyers 5 (スカイヤーズ5)"" by Honey Knights']","['""Skyers March (スカイヤーズ・マーチ)"" by Kamitakada Shounen Gasshoudan']"
31882,Bokura Machi Bouzu!,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.59,22,9738.0,13311,84,NHK,,,"Music, Kids",[],[]
36888,Chikatetsu ni Noru,Special,Novel,1,"{'from': '2017-05-27', 'to': '2017-05-27'}",12 min.,PG - Children,3.25,4,9862.0,13267,86,,,,Slice of Life,[],[]
33060,Ninja Negizou,Music,Music,1,"{'from': None, 'to': None}",3 min.,G - All Ages,4.73,11,11487.0,13717,65,NHK,,,"Music, Kids",[],[]
36668,Senro wa Tsudzuku yo Dokomademo,Music,Music,1,"{'from': '2017-10-25', 'to': '2017-10-25'}",4 min.,G - All Ages,3.1,20,12005.0,13957,51,Space Shower Music,,,"Kids, Music",[],[]
34689,Owara Nai Chinkonka wo Utaou: Seinen no Uta,ONA,Original,1,"{'from': '2014-07-24', 'to': '2014-07-24'}",11 min.,G - All Ages,3.0,13,11691.0,13817,60,,,,"Supernatural, Drama",[],[]
37653,Caribadix 2nd Season,TV,Original,0,"{'from': '2018-04-01', 'to': None}",45 sec.,PG - Children,6.67,3,9798.0,14175,36,,,,"Music, Comedy",[],[]
36380,Power Powan,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.75,4,11818.0,14321,28,NHK,,,Music,[],[]
24663,Dororonpa!,TV,Unknown,115,"{'from': '1991-04-08', 'to': '1991-09-27'}",10 min. per ep.,PG - Children,6.25,16,10013.0,11654,168,TV Asahi,,Shin-Ei Animation,"Slice of Life, Comedy, Supernatural",[],[]
36580,Boku wa Shitteru yo.,ONA,Original,1,"{'from': '2017-06-21', 'to': '2017-06-21'}",3 min.,G - All Ages,4.28,25,9746.0,13465,78,,,Pops Inc.,Slice of Life,[],[]
35283,Kamiusagi Rope x ROPÉ Sisters,ONA,Original,0,"{'from': '2017-02-21', 'to': None}",1 min.,G - All Ages,3.89,9,10746.0,13132,92,,,,Comedy,[],[]
36373,Pink Jumon,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.85,13,11766.0,14185,36,NHK,,,"Magic, Music",[],[]
20173,Mori no Senshi Bonolon,TV,Unknown,26,"{'from': '2007-11-05', 'to': '2008-05-17'}",5 min. per ep.,PG - Children,4.63,8,11332.0,12893,104,"Four Some, Coamix, North Stars Pictures",,,"Adventure, Fantasy, Kids","['""Bonolon to Arukou! (ボノロンの絵かき歌！)"" by Yuka Uchiyama']","['""Bonolon Egaki Uta! (ボノロンの絵かき歌！)"" by Yuka Uchiyama']"
36820,Kaijuu ga Yattekuru,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.57,7,10700.0,14292,28,NHK,,,"Kids, Music",[],[]
19745,Naniwa Yuukyouden: Chou Gokudou! Yoru no Bat wa Manrui-hen,OVA,Unknown,1,"{'from': '1993-01-08', 'to': '1993-01-08'}",59 min.,None,7.0,10,11396.0,12875,105,,,Toei Animation,"Action, Comedy",[],[]
36357,Chibikko Cowboy,Music,Original,1,"{'from': '1966-08-25', 'to': '1966-08-25'}",2 min.,G - All Ages,2.55,11,9835.0,14107,39,NHK,,,"Music, Kids",[],[]
36055,Ashita Aou ne,Music,Original,1,"{'from': '2008-10-01', 'to': '2008-10-01'}",2 min.,G - All Ages,3.19,16,9657.0,14006,46,NHK,,,"Music, Kids",[],[]
36354,Saraba Seishun,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.0,8,11963.0,14284,30,NHK,,,Music,[],[]
36579,Fettu to Ccine to Gummi Seijin,ONA,Original,1,"{'from': None, 'to': None}",3 min.,PG - Children,2.86,14,10084.0,13979,48,,,Pops Inc.,Comedy,[],[]
32472,Okoru yo!,Music,Music,1,"{'from': None, 'to': None}",3 min.,G - All Ages,4.38,13,11606.0,13816,60,NHK,,,"Kids, Music",[],[]
19717,Zoku Naniwa Yuukyouden,OVA,Unknown,1,"{'from': '1992-06-25', 'to': '1992-06-25'}",58 min.,PG-13 - Teens 13 or older,5.06,17,12853.0,12357,130,,,Toei Animation,"Action, Comedy",[],"['""Naniwa Yuukyouden (なにわ遊侠伝)"" by Bunta Sugawara']"
35669,Saraba Jamaica,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.6,10,11962.0,14148,38,NHK,,,Music,[],[]
35050,Eiga de Utaou! Mother Goose,Music,Other,4,"{'from': None, 'to': None}",20 min. per ep.,G - All Ages,4.0,7,10048.0,13978,48,,,,"Music, Kids, Fantasy",[],[]
19749,Naniwa Yuukyouden: Kyouretsu! Ana ga Attara Iretai-hen,OVA,Unknown,1,"{'from': '1993-05-25', 'to': '1993-05-25'}",59 min.,None,6.5,10,11398.0,13139,92,,,Toei Animation,"Action, Comedy",[],[]
36129,Oyoge! Taiyaki-kun,Music,Music,1,"{'from': '2008-03-05', 'to': '2008-03-05'}",4 min.,G - All Ages,3.55,20,11696.0,14069,42,Pony Canyon,,,"Kids, Music",[],[]
29473,Toko-chan Chokkin,TV,Unknown,3,"{'from': '1995-04-10', 'to': '1995-06-05'}",5 min. per ep.,PG - Children,5.57,7,12458.0,13591,72,NHK,,,"Kids, Slice of Life, Adventure, Historical",[],[]
36301,Oyama no Taishou,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,2.75,8,11692.0,14264,30,NHK,,,Music,[],[]
36274,Nyani ga Nyandaa Nyandaa Kamen no Yuukai Boushi: Miiko-chan Chanto Check!!,OVA,Original,1,"{'from': None, 'to': None}",11 min.,G - All Ages,5.0,1,11548.0,14185,35,,,,Kids,[],[]
29529,Kagee Aesop Monogatari,TV,Unknown,26,"{'from': None, 'to': None}",15 min. per ep.,G - All Ages,6.83,12,10684.0,12121,140,TBS,,,"Adventure, Demons, Drama, Fantasy, Historical, Kids, Magic, Romance, Supernatural",[],[]
35454,Jii Coro Comic,ONA,Manga,1,"{'from': '2015-12-25', 'to': '2015-12-25'}",4 min.,G - All Ages,3.42,19,10629.0,13834,59,,,,"Comedy, Kids, Sci-Fi",[],[]
36361,Bubble Bath,Music,Original,1,"{'from': '2001-12-02', 'to': '2001-12-02'}",2 min.,G - All Ages,4.5,14,9769.0,14062,42,NHK,,,"Music, Kids",[],[]
35525,Yume Hakonda Randoseru,Music,Original,1,"{'from': '2017-02-02', 'to': '2017-02-02'}",2 min.,G - All Ages,3.45,22,12805.0,13846,60,NHK,,,"Music, Slice of Life, Kids",[],[]
37792,Hanasu na★,Special,Original,1,"{'from': '2018-04-01', 'to': '2018-04-01'}",15 sec.,G - All Ages,4.76,25,10332.0,13536,75,,,,Dementia,[],[]
36381,Ponta Monogatari,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.33,9,11801.0,14283,30,NHK,,,"Music, Supernatural",[],[]
36383,Mama no Earring,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.75,8,11146.0,14250,31,NHK,,,Music,[],[]
19753,Naniwa Yuukyouden: Kanketsu-hen,OVA,Unknown,1,"{'from': '1993-07-25', 'to': '1993-07-25'}",58 min.,None,6.36,11,11397.0,13185,90,,,Toei Animation,"Action, Comedy",[],[]
37602,Na mo Nai Mainichi,Music,Original,1,"{'from': '2012-06-14', 'to': '2012-06-14'}",4 min.,G - All Ages,5.0,8,11363.0,14351,24,,,,"Music, Drama",[],[]
36377,Bokunchi no Chabo,Music,Original,1,"{'from': '1980-12-03', 'to': '1980-12-03'}",2 min.,G - All Ages,2.33,12,9748.0,14174,35,NHK,,,"Music, Kids",[],[]
23967,Fox Wood Monogatari,OVA,Unknown,3,"{'from': '1991-01-21', 'to': '1992-02-21'}",25 min. per ep.,G - All Ages,6.83,12,10102.0,12991,99,,,,"Adventure, Kids",[],[]
36410,Littleforestmello,ONA,Original,0,"{'from': '2017-09-21', 'to': None}",2 min.,G - All Ages,6.1,10,11088.0,11818,158,,,,Kids,[],[]
32218,Choujikuu Seiki Orguss Memorial,OVA,Original,2,"{'from': '1985-03-28', 'to': '1985-05-28'}",50 min. per ep.,PG-13 - Teens 13 or older,5.25,12,9886.0,11965,149,"Tokyo Movie Shinsha, Victor Entertainment",,Artland,"Action, Sci-Fi, Adventure, Romance, Mecha",[],[]
25149,Lu Ling,Movie,Unknown,1,"{'from': None, 'to': None}",20 min.,G - All Ages,6.25,32,11098.0,12642,116,Shanghai Animation Film Studio,,,Kids,[],[]
37144,Nikuiyo! Galbi-kun: Kemuri ga Me ni Shimiru,ONA,Original,5,"{'from': '2018-01-19', 'to': None}",1 min. per ep.,G - All Ages,4.5,2,11473.0,13628,70,,,dwarf,Comedy,[],[]
36387,Yasashii Kaze,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.78,9,12750.0,14190,35,NHK,,,Music,[],[]
27377,Tanuki-san Ooatari,Movie,Unknown,1,"{'from': '1967-03-19', 'to': '1967-03-19'}",15 min.,PG - Children,7.29,7,12372.0,13143,93,,,Toei Animation,Kids,[],[]
32590,Taeng-gu & Ulasyong,TV,Original,26,"{'from': '2001-03-23', 'to': '2001-10-12'}",22 min. per ep.,PG - Children,5.3,10,12327.0,13211,89,,,,"Action, Comedy, Mecha",[],[]
35141,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,ONA,Original,1,"{'from': '2017-03-16', 'to': '2017-03-16'}",9 min.,G - All Ages,4.11,18,11194.0,13304,85,,,DLE,"Comedy, Historical, Parody, Horror",[],[]
36358,Tsubiregg Tsuburegg March,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,2.57,7,12504.0,14303,28,NHK,,,Music,[],[]
26091,Koe wo Kikasete,OVA,Unknown,1,"{'from': None, 'to': None}",40 min.,G - All Ages,8.25,4,10938.0,13576,72,,,,"Kids, Drama",[],[]
35958,Tori vs. Buta: Buttobi Pizza Battle,ONA,Original,1,"{'from': '2017-07-17', 'to': '2017-07-17'}",2 min.,G - All Ages,4.4,30,12483.0,13464,80,,,,Music,[],[]
36118,Onagawa Chuu Baske Bu: 5-nin no Natsu,Special,Other,1,"{'from': '2017-08-25', 'to': '2017-08-25'}",31 min.,G - All Ages,5.0,10,11615.0,11797,159,NHK,,,Sports,[],[]
19729,Naniwa Yuukyouden: Nekketsu!! Bakushou Mankai-hen,OVA,Unknown,1,"{'from': '1992-10-25', 'to': '1992-10-25'}",58 min.,None,6.53,15,11399.0,12433,126,,,Toei Animation,"Action, Comedy",[],[]
37065,123,Music,Original,1,"{'from': '2004-12-01', 'to': '2004-12-01'}",2 min.,G - All Ages,3.87,31,9537.0,13698,66,NHK,,,"Kids, Music",[],[]
36384,Mama no Kekkon,Music,Original,1,"{'from': None, 'to': None}",4 min.,G - All Ages,3.67,9,11147.0,14275,29,NHK,,,Music,[],[]
36809,Tanjoubi no Chachacha,Music,Original,1,"{'from': None, 'to': None}",Unknown,G - All Ages,3.5,8,12363.0,14337,26,NHK,,,"Kids, Music",[],[]
37072,Naite Ita Onnanoko,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.7,10,11374.0,14261,30,NHK,,,"Kids, Music",[],[]
37790,"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",ONA,Original,1,"{'from': '2017-11-23', 'to': '2017-11-23'}",1 min.,G - All Ages,5.7,20,12332.0,14103,40,,,G-angle,Slice of Life,[],[]
35059,Nobara (OVA),OVA,Original,1,"{'from': None, 'to': None}",11 min.,G - All Ages,4.5,2,11509.0,13941,51,,,,"Historical, Kids",[],[]
37009,Watashi wa Buranko,Music,Unknown,1,"{'from': None, 'to': None}",3 min.,G - All Ages,4.78,9,12657.0,14254,31,NHK,,,"Music, Kids",[],[]
37241,Aware! Meisaku-kun: Human Academy Robot Kyoushitsu,ONA,Original,0,"{'from': '2018-02-01', 'to': None}",45 sec.,G - All Ages,3.33,3,9676.0,13857,58,,,,"Comedy, Kids, Parody",[],[]
21121,Heart Cocktail Again,OVA,Unknown,1,"{'from': '2003-10-22', 'to': '2003-10-22'}",41 min.,PG-13 - Teens 13 or older,6.45,20,10370.0,12141,139,Meruhensha,,,"Romance, Seinen",[],[]
35785,Cell no Koi,Music,Original,1,"{'from': '2005-08-04', 'to': '2005-08-04'}",4 min.,G - All Ages,4.88,26,9803.0,13806,60,NHK,,,"Music, Kids",[],[]
35047,Mirai e no Tegami: Kono Michi no Tochuu kara,ONA,Original,0,"{'from': '2016-02-15', 'to': None}",2 min.,G - All Ages,5.67,6,11285.0,12623,117,,,Fukushima Gainax,"Music, Drama",[],[]
37011,Negaigoto no Mochigusare,Music,Unknown,1,"{'from': None, 'to': None}",3 min.,G - All Ages,5.18,11,11421.0,14161,36,NHK,,,"Music, Kids",[],[]
37064,Jiiji no e Tegami: Grandfather&#039;s Letter,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.9,10,10630.0,14291,28,NHK,,,"Kids, Music",[],[]
37074,Daremo Shiranai,Music,Original,1,"{'from': '1961-04-03', 'to': '1961-04-03'}",2 min.,G - All Ages,3.56,9,9956.0,14205,33,NHK,,,"Kids, Music",[],[]
36812,Kyou mo Chappy End,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.63,8,11040.0,14313,27,NHK,,,"Kids, Music",[],[]
32166,Obaachan no Takaramono,Music,Music,1,"{'from': None, 'to': None}",3 min.,G - All Ages,3.71,14,11556.0,13703,66,NHK,,,"Kids, Music",[],[]
36356,Tanoshii ne,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.11,9,12366.0,14267,30,NHK,,,"Music, Kids",[],[]
37780,Okojo to Yamane,TV,Other,0,"{'from': None, 'to': None}",Unknown,None,0.0,0,,14357,22,,,,"Comedy, Slice of Life",[],[]
33062,Egao ni Dai Sekkin,Music,Original,1,"{'from': '1994-12-01', 'to': '1994-12-01'}",3 min.,G - All Ages,4.0,15,10045.0,13532,74,NHK,,,"Music, Kids",[],[]
36883,Wares: Beyond,ONA,Novel,1,"{'from': '2017-12-03', 'to': '2017-12-03'}",1 min.,PG-13 - Teens 13 or older,4.39,23,12645.0,12552,121,Shodensha,,,Mecha,[],[]
33957,Danball Senki Wars: All Star Battle,Special,Original,1,"{'from': '2014-02-27', 'to': '2014-02-27'}",9 min.,G - All Ages,6.57,91,5318.0,10474,300,,,OLM,"Action, Kids, Mecha, School",[],[]
36588,Luo Xiao Hei Zhan Ji: Fan Wai,ONA,Original,0,"{'from': '2011-07-10', 'to': None}",1 min.,G - All Ages,6.83,6,11103.0,13735,65,,,,"Comedy, Music, Parody, School",[],[]
36807,Muteki no Jiichan,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.25,8,11357.0,14298,28,NHK,,,"Kids, Music",[],[]
37066,Okome Kakurenbo,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.7,10,11603.0,14281,29,NHK,,,"Kids, Music",[],[]
36700,Yumearu Ugoku Ehon,ONA,Other,1,"{'from': '2015-03-19', 'to': None}",3 min.,G - All Ages,2.67,9,12814.0,14035,45,Yumearu,,,"Kids, Fantasy",[],[]
36622,Hamaneko,Special,Original,1,"{'from': '2014-11-27', 'to': '2014-11-27'}",22 min.,G - All Ages,4.93,15,10312.0,13888,55,,,,Slice of Life,[],[]
25063,Anime Roukyoku Kikou Shimizu no Jirochouden,TV,Unknown,30,"{'from': '2018-04-09', 'to': '2018-11-09'}",15 min. per ep.,G - All Ages,4.77,13,9599.0,12678,115,,,,"Comedy, Historical, Drama",[],[]
33525,Tokyo 2164,ONA,Original,1,"{'from': None, 'to': None}",3 min.,G - All Ages,4.0,17,12460.0,12822,109,,,,Sci-Fi,[],[]
23645,Ookami to Nanahiki no Ko Yagi,OVA,Unknown,1,"{'from': '1993-10-01', 'to': '1993-10-01'}",Unknown,PG - Children,6.9,10,11639.0,13077,95,,,,"Fantasy, Kids",[],[]
36578,Monogatari no Aru Satou,ONA,Original,1,"{'from': '2017-10-10', 'to': '2017-10-10'}",2 min.,G - All Ages,5.49,45,11321.0,11954,150,,,dwarf,Romance,[],[]
36393,One Nyan Monogatari,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.86,7,11618.0,14298,28,NHK,,,Music,[],[]
27963,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Special,Unknown,1,"{'from': '1999-10-11', 'to': '1999-10-11'}",54 min.,G - All Ages,6.4,5,12142.0,12879,105,Studio Comet,,,Shounen,[],[]
36360,Hasami Togi,Music,Original,1,"{'from': '1965-04-07', 'to': '1965-04-07'}",2 min.,G - All Ages,4.13,8,10355.0,14243,31,NHK,,,"Music, Kids",[],[]
36355,Snowdrop,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.0,8,12161.0,14266,30,NHK,,,Music,[],[]
35783,Off Stage,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.0,10,11569.0,14129,38,NHK,,,Music,[],[]
35978,Namae no Nai hi,Music,Music,1,"{'from': '2012-04-25', 'to': '2012-04-25'}",3 min.,G - All Ages,4.0,19,11377.0,13997,48,,,,Music,[],[]
21491,Ninjaman Ippei,TV,Unknown,13,"{'from': '1982-10-04', 'to': '1982-12-27'}",25 min. per ep.,G - All Ages,6.94,17,11492.0,12281,133,Tokyo Movie Shinsha,,,"Action, Comedy, School, Slice of Life","['""Atsumare! Yukai na Ninja-tachi (あつまれ!ゆかいな忍者たち)"" by Matsuoka Youko']","['""Haiyaa! Ippei Go & Go (はいやー!一平Go&Go)"" by Matsuoka Youko']"
36656,Stone Age Episode 0,Special,Game,1,"{'from': '2017-05-02', 'to': '2017-05-02'}",30 min.,G - All Ages,1.0,2,12271.0,14057,43,,,,"Fantasy, Kids",[],[]
35350,SYZ Project,Music,Original,0,"{'from': '2015-03-31', 'to': None}",1 min.,PG - Children,4.0,6,12317.0,14189,35,,,DLE,Music,[],[]
36359,TV ga Kita hi,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,2.91,11,12534.0,14233,34,NHK,,,Music,[],[]
35309,Levain Cup x Kamiusagi Rope,ONA,Original,0,"{'from': '2016-10-10', 'to': None}",1 min.,G - All Ages,4.5,6,11071.0,13222,88,,,,"Comedy, Slice of Life",[],[]
35508,Shampoo Ouji,TV,Picture book,12,"{'from': '2007-10-01', 'to': '2007-12-17'}",5 min. per ep.,G - All Ages,6.6,5,12018.0,13973,49,,,,"Adventure, Fantasy, Kids",[],[]
37133,Tenkousei wa Kounin Kaikeishi!,OVA,Original,1,"{'from': None, 'to': None}",17 min.,PG-13 - Teens 13 or older,4.56,9,12395.0,13845,60,,,TYO Animations,"Slice of Life, School",[],[]
36112,Dragon Quest X: Boukensha-tachi no Kiseki,ONA,Original,0,"{'from': '2017-08-07', 'to': None}",6 min.,G - All Ages,5.38,8,10029.0,12486,123,Square Enix,,,"Game, Slice of Life",[],[]
24085,Shura ga Yuku,OVA,Manga,2,"{'from': '1994-12-09', 'to': '1995-05-21'}",50 min. per ep.,R+ - Mild Nudity,5.0,9,12145.0,12549,121,"Toei Video, Knack Productions",,,"Drama, Seinen",[],[]
37060,Konpeitou,Music,Music,1,"{'from': None, 'to': None}",3 min.,G - All Ages,4.2,5,10965.0,14330,26,NHK,,,"Music, Kids",[],[]
36294,Kana Kana ka na,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.43,7,10754.0,14293,28,NHK,,,Music,[],[]
36348,Cat&#039;s Eye Love,Music,Original,1,"{'from': '1978-02-01', 'to': '1978-02-01'}",2 min.,G - All Ages,3.13,15,9800.0,14118,38,NHK,,,"Music, Kids",[],[]
35670,Chiisai Aki Mitsuketa,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.54,13,9851.0,14075,41,NHK,,,"Music, Kids",[],[]
35140,Heisei Matsue Kaidan: Ayashi,ONA,Original,0,"{'from': '2017-03-16', 'to': None}",9 min.,G - All Ages,4.47,17,10378.0,12294,132,,,DLE,"Comedy, Historical, Parody, Horror, Supernatural",[],[]
32907,Susume! Shinji-kun,Music,Unknown,1,"{'from': None, 'to': None}",2 min.,G - All Ages,5.0,15,12308.0,13748,64,NHK,,,"Music, Kids",[],[]
30209,Naze,Music,Unknown,1,"{'from': None, 'to': None}",Unknown,G - All Ages,4.5,18,11417.0,13640,69,NHK,,,"Kids, Music",[],[]
37020,Woo to Wah,ONA,Original,0,"{'from': '2017-10-02', 'to': None}",15 sec.,G - All Ages,1.0,3,12678.0,13790,62,WOWOW,,dwarf,Comedy,[],[]
36353,Sabishi Gariya-san Konnichiwa,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,2.63,8,11922.0,14301,28,NHK,,,Music,[],[]
36821,Machibouke,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.5,8,11110.0,14273,29,NHK,,,"Music, Kids",[],[]
36715,Ponkotsu Quest x Digimon Story: Cyber Sleuth - Hacker&#039;s Memory,ONA,Other,1,"{'from': '2017-10-31', 'to': '2017-10-31'}",4 min.,G - All Ages,4.65,34,11795.0,11341,195,,,,"Sci-Fi, Comedy, Parody",[],[]
26215,Niji no Kizuna,OVA,Unknown,1,"{'from': None, 'to': None}",31 min.,G - All Ages,6.5,4,11468.0,13607,71,,,,"Drama, Kids",[],[]
23003,Tanoshii Bunmeishi: Tetsu Monogatari,Movie,Original,1,"{'from': '1962-04-22', 'to': '1962-04-22'}",25 min.,G - All Ages,5.71,7,12364.0,12415,127,,,Toei Animation,"Historical, Slice of Life",[],[]
36806,Sentaku Jab Jab,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.0,9,12012.0,14286,29,NHK,,,"Kids, Music",[],[]
36411,Mushinin,ONA,Game,0,"{'from': '2017-09-22', 'to': None}",4 min.,G - All Ages,5.75,8,11355.0,13525,75,,,,"Samurai, Shounen",[],[]
36677,Shishido Journey,Special,Original,1,"{'from': '2017-06-03', 'to': '2017-06-03'}",3 min.,G - All Ages,3.79,19,12114.0,13804,62,,,,Music,[],[]
36968,Panda no Blues,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,3.5,6,11706.0,14320,27,,,,Music,[],[]
37010,Boku to Sakana no Monogatari,Music,Unknown,1,"{'from': '2017-12-01', 'to': '2017-12-01'}",2 min.,G - All Ages,4.38,13,9740.0,14153,36,NHK,,,"Music, Kids",[],[]
26293,Kokoro no Hanataba,OVA,Unknown,1,"{'from': None, 'to': None}",13 min.,G - All Ages,7.6,5,10949.0,13636,70,Gakken,,,Kids,[],[]
37059,Shiawase Daifuku,Music,Music,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.82,11,12033.0,14213,33,NHK,,,"Music, Kids",[],[]
32420,Ken-chan,Music,Music,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.43,14,10820.0,13772,62,NHK,,,"Kids, Music",[],[]
34426,Union Union,Special,Original,1,"{'from': '2013-06-08', 'to': '2013-06-08'}",51 sec.,G - All Ages,4.07,14,12587.0,14151,37,,,,Kids,[],[]
37350,Obake de Ii kara Hayaku Kite,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.19,16,11557.0,14128,38,NHK,,,Music,[],[]
19797,Nanbo no Monjai! 2: Yankee Gurentai,OVA,Unknown,1,"{'from': '1993-05-28', 'to': '1993-05-28'}",45 min.,None,5.17,6,11389.0,13279,86,KSS,,,"Action, Comedy",[],[]
37075,Yuki Matsuri,Music,Original,1,"{'from': None, 'to': None}",2 min.,G - All Ages,4.24,17,12798.0,14072,43,NHK,,,"Kids, Music",[],[]
36378,Hotaru Koi,Music,Original,1,"{'from': '1966-06-08', 'to': '1966-06-08'}",2 min.,G - All Ages,3.0,8,10512.0,14222,32,NHK,,,"Music, Kids",[],[]
